frame.time,frame.len,frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.ttl,ip.proto,ip.checksum,ip.tos,tcp.srcport,tcp.dstport,tcp.flags,tcp.window_size_value,tcp.window_size_scalefactor,tcp.checksum,tcp.options,tcp.pdu.size,udp.srcport,udp.dstport,label
"Jan 19, 2025 03:04:42.552441000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.27.142,0x00,64,6,0xca18,,43432.0,23.0,0x0002,49049.0,,0xbc69,,,,,1
"Jan 19, 2025 03:13:20.551481000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,02:42:51:78:60:00,192.168.18.17,192.168.18.10,0x02,64,6,0xf3e1,,23.0,51270.0,0x0010,510.0,128.0,0x3ddf,0101080aab43db9463632a7b,,,,1
"Jan 19, 2025 03:10:44.201478000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.19,0x02,64,6,0x990f,,60400.0,23.0,0x0010,502.0,128.0,0xb055,0101080aa812636fb486bb7a,,,,1
"Jan 19, 2025 03:18:03.397692000 India Standard Time",123,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0xb2c3,,23.0,55106.0,0x0018,510.0,128.0,0x2272,0101080a403d8f5cb01113cf,,,,1
"Jan 19, 2025 03:16:06.911596000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.0.100,0x02,64,6,0x3d0f,,23.0,39320.0,0x0010,510.0,128.0,0xb8cb,0101080a64d371f7b1d5d595,,,,1
"Jan 19, 2025 03:08:15.619070000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0xd6f3,,57102.0,23.0,0x0018,502.0,128.0,0xedf0,0101080ab0081bcc40349754,,,,1
"Jan 19, 2025 03:10:40.063054000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.33.12,0x02,64,6,0x1b2f,,23.0,54455.0,0x0018,509.0,128.0,0xeae9,0101080a313668455da27af9,,,,1
"Jan 19, 2025 03:09:03.262813000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.25.1,0x00,64,6,0xf379,,43432.0,2323.0,0x0002,49049.0,,0xb887,,,,,1
"Jan 19, 2025 03:11:00.660710000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.110,0x00,64,6,0x5acd,,43432.0,23.0,0x0002,49049.0,,0xcaa9,,,,,1
"Jan 19, 2025 03:19:25.917105000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0xcfee,,49468.0,23.0,0x0018,502.0,128.0,0xe035,0101080a871cc90d2a66f244,,,,1
"Jan 19, 2025 02:32:39.906191000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61,17,0xd9e2,,,,,,,,,,123.0,53228.0,1
"Jan 19, 2025 03:10:25.007630000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.29.113,0x00,64,6,0xe699,,43432.0,2323.0,0x0002,49049.0,,0xafa7,,,,,1
"Jan 19, 2025 03:14:30.711671000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x8ad0,,23.0,51826.0,0x0010,510.0,128.0,0xadc6,0101080a403a508eb00dd4d9,,,,1
"Jan 19, 2025 03:12:39.237116000 India Standard Time",78,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,02:42:51:78:60:00,192.168.18.18,192.168.18.10,0x02,64,6,0xda78,,23.0,53488.0,0x0018,510.0,128.0,0x3c27,0101080a2f56e13625f19adb,,,,1
"Jan 19, 2025 03:10:40.257245000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.17.10,192.168.18.18,0x02,62,6,0x1358,,39594.0,23.0,0x0010,502.0,128.0,0xa394,0101080ae0934235b5b9c7ff,,,,1
"Jan 19, 2025 03:18:39.551009000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0xba9c,,55264.0,23.0,0x0010,502.0,128.0,0xac7a,0101080ab011a109403e1c91,,,,1
"Jan 19, 2025 03:06:16.105743000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.28.149,0x00,64,6,0xc888,,43432.0,23.0,0x0002,49049.0,,0xba5b,,,,,1
"Jan 19, 2025 03:16:07.107016000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0x83df,,23.0,52008.0,0x0018,510.0,128.0,0x4f4f,0101080a2a63e9ae8719c05b,,,,1
"Jan 19, 2025 03:10:19.394951000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.33.12,192.168.17.10,0x02,60,6,0xf5dc,,54455.0,23.0,0x0010,142.0,128.0,0x9a58,0101080a5da22a4331361759,,,,1
"Jan 19, 2025 03:05:55.009841000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.24.174,0x00,64,6,0x602d,,43432.0,23.0,0x0002,49049.0,,0xc229,,,,,1
"Jan 19, 2025 03:08:54.596691000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.17,0x02,64,6,0xe7f1,,59948.0,23.0,0x0010,502.0,128.0,0x02c4,0101080a18ff95d8fc49e670,,,,1
"Jan 19, 2025 03:06:44.744092000 India Standard Time",69,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.10,0x02,64,6,0xad80,,49288.0,23.0,0x0018,502.0,128.0,0xc9aa,0101080a2f64d0adeb7b5539,,,,1
"Jan 19, 2025 03:13:18.222325000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.10,192.168.17.10,0x02,62,6,0x1050,,38364.0,23.0,0x0018,502.0,128.0,0xc7e2,0101080aeb81563f2f6ad1ac,,,,1
"Jan 19, 2025 03:08:57.084919000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,02:42:f7:f5:f7:00,192.168.18.17,192.168.18.15,0x02,64,6,0xe781,,23.0,42430.0,0x0011,510.0,128.0,0xc782,0101080a405c99ece1bc17ca,,,,1
"Jan 19, 2025 03:11:10.115592000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xc593,,23.0,34490.0,0x0010,510.0,128.0,0x5477,0101080a2a5f618f87153828,,,,1
"Jan 19, 2025 03:10:08.306999000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.212,0x00,64,6,0x6c44,,43432.0,23.0,0x0002,49049.0,,0xcddd,,,,,1
"Jan 19, 2025 03:06:18.682739000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:f7:f5:f7:00,02:42:cc:db:31:00,192.168.18.15,192.168.18.18,0x00,64,6,0x7e53,,64139.0,23.0,0x0002,17154.0,,0xfa10,,,,,1
"Jan 19, 2025 03:06:37.654398000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.23.165,0x00,64,6,0xd421,,43432.0,23.0,0x0002,49049.0,,0xc43b,,,,,1
"Jan 19, 2025 03:09:17.002938000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.31.54,0x00,64,6,0x6012,,43432.0,23.0,0x0002,49049.0,,0xb519,,,,,1
"Jan 19, 2025 03:08:13.522216000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.17.10,192.168.18.17,0x02,62,6,0x66b8,,40768.0,23.0,0x0018,502.0,128.0,0x75bd,0101080a18fef561fc494625,,,,1
"Jan 19, 2025 03:19:39.695221000 India Standard Time",74,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0xf2ca,,41648.0,23.0,0x0002,64240.0,,0xd50c,020405b40402080a871cfec80000000001030307,,,,1
"Jan 19, 2025 03:13:16.471226000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x70f0,,34720.0,23.0,0x0018,502.0,128.0,0x6251,0101080ab00cb30040392e6e,,,,1
"Jan 19, 2025 03:20:40.276964000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xd42b,,23.0,46824.0,0x0018,502.0,128.0,0x04c1,0101080a2a6814c0871deb85,,,,1
"Jan 19, 2025 03:03:57.572894000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.20.10,192.168.17.10,0x02,62,6,0x37f0,,57518.0,23.0,0x0018,502.0,128.0,0x86c9,0101080a4454f42a962342fa,,,,1
"Jan 19, 2025 03:04:59.252079000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.26.255,0x00,64,6,0x95ea,,43432.0,23.0,0x0002,49049.0,,0xbd87,,,,,1
"Jan 19, 2025 03:10:44.181089000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.31.134,0x00,64,6,0x64fe,,43432.0,23.0,0x0002,49049.0,,0xb479,,,,,1
"Jan 19, 2025 03:09:23.004271000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.16.49,0x00,64,6,0x60ac,,43432.0,23.0,0x0002,49049.0,,0xd323,,,,,1
"Jan 19, 2025 03:10:19.285886000 India Standard Time",117,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,02:42:f7:f5:f7:00,192.168.18.18,192.168.18.15,0x02,64,6,0x3f6d,,23.0,49894.0,0x0018,510.0,128.0,0x9ac5,0101080ae1069d2a9f4eaf73,,,,1
"Jan 19, 2025 03:04:22.119585000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0xf879,,23.0,60326.0,0x0010,510.0,128.0,0x59da,0101080a4031073eb0048b81,,,,1
"Jan 19, 2025 03:04:18.316954000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.31.149,0x00,64,6,0x32d7,,43432.0,2323.0,0x0002,49049.0,,0xab5f,,,,,1
"Jan 19, 2025 03:07:42.348722000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.29.44,0x00,64,6,0x9b0d,,43432.0,23.0,0x0002,49049.0,,0xb92d,,,,,1
"Jan 19, 2025 03:05:37.149587000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.16.118,0x00,64,6,0x2a83,,43432.0,23.0,0x0002,49049.0,,0xd299,,,,,1
"Jan 19, 2025 03:10:42.178169000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.0.100,0x02,64,6,0x717e,,23.0,44624.0,0x0018,502.0,128.0,0xf2d1,0101080a64ce7d79b1d0e140,,,,1
"Jan 19, 2025 03:05:12.525538000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,02:42:2b:40:e0:00,192.168.17.10,192.168.17.12,0x00,64,6,0xf6f0,,43432.0,23.0,0x0002,49049.0,,0xd16d,,,,,1
"Jan 15, 2025 05:09:13.882166000 India Standard Time",58,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.35.10,192.168.18.17,0x00,251,6,0x9330,,57958.0,8086.0,0x0004,1200.0,-2.0,0x640d,020405b4,,,,1
"Jan 19, 2025 03:09:14.037986000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.30.179,0x00,64,6,0xca85,,43432.0,23.0,0x0002,49049.0,,0xb61f,,,,,1
"Jan 19, 2025 03:09:38.720068000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:3a:fa:55:00,02:42:da:1c:50:00,192.168.17.15,192.168.17.10,0x02,64,6,0x5b4e,,23.0,33712.0,0x0010,510.0,128.0,0x33da,0101080abaa28468d09af625,,,,1
"Jan 19, 2025 03:08:13.517791000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.17,0x02,64,6,0x046b,,40760.0,23.0,0x0010,502.0,128.0,0xf686,0101080a18fef561fc494625,,,,1
"Jan 19, 2025 03:09:01.057591000 India Standard Time",84,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,02:42:3a:fa:55:00,192.168.17.10,192.168.17.15,0x02,64,6,0x5b75,,38298.0,23.0,0x0018,502.0,128.0,0x95da,0101080ad09a6307baa1f148,,,,1
"Jan 19, 2025 03:08:57.372222000 India Standard Time",66,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.15,192.168.17.10,0x02,62,6,0x34e8,,60740.0,23.0,0x0010,502.0,128.0,0x9d4c,0101080aa232eddb419587ab,,,,1
"Jan 19, 2025 03:21:05.472922000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0x7e51,,23.0,48674.0,0x0018,510.0,128.0,0x1dfe,0101080a2a68772c871e4def,,,,1
"Jan 19, 2025 03:12:48.175627000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.100,192.168.18.17,0x02,61,6,0x70a9,,60008.0,23.0,0x0010,502.0,128.0,0x5bc8,0101080a8716b7602a60e096,,,,1
"Jan 19, 2025 03:05:22.208022000 India Standard Time",117,eth:ethertype:ip:tcp:telnet,02:42:cc:db:31:00,0c:6e:9c:16:00:00,192.168.18.18,192.168.0.100,0x02,64,6,0xef94,,23.0,58344.0,0x0018,502.0,128.0,0x40b1,0101080a64c99b97b1cbff5d,,,,1
"Jan 15, 2025 05:18:07.510918000 India Standard Time",58,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.35.10,192.168.17.10,0x00,251,6,0x1cf4,,58481.0,8056.0,0x0004,1200.0,-2.0,0x5295,020405b4,,,,1
"Jan 19, 2025 03:11:02.952242000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.10,192.168.17.10,0x02,62,6,0x87de,,48460.0,23.0,0x0018,502.0,128.0,0x4427,0101080aeb7f45db2f68c14a,,,,1
"Jan 19, 2025 03:08:45.237578000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.15,0x02,64,6,0xce73,,60596.0,23.0,0x0010,502.0,128.0,0x1208,0101080a41955875a232be4d,,,,1
"Jan 19, 2025 03:13:07.871174000 India Standard Time",69,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x8b3a,,56130.0,23.0,0x0018,502.0,128.0,0x9abb,0101080ab1d31a5e64d0b666,,,,1
"Jan 19, 2025 03:08:01.476232000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.15,0x02,64,6,0xa9f5,,23.0,59406.0,0x0010,510.0,128.0,0x15e0,0101080a4194ad83a2321382,,,,1
"Jan 19, 2025 03:06:53.695784000 India Standard Time",78,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,02:42:f7:f5:f7:00,192.168.18.17,192.168.18.15,0x02,64,6,0x75a7,,23.0,44184.0,0x0018,510.0,128.0,0xac21,0101080a405ab7efe1ba35d6,,,,1
"Jan 19, 2025 03:06:56.975649000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.17.10,192.168.18.18,0x02,62,6,0x172a,,47090.0,23.0,0x0018,502.0,128.0,0x7761,0101080ae08fda03b5b65ff6,,,,1
"Jan 19, 2025 03:08:24.650446000 India Standard Time",74,eth:ethertype:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.18.18,192.168.17.10,0x02,62,6,0x984f,,23.0,45498.0,0x0012,65160.0,,0x7d2d,020405b40402080ab5b7b648e091306601030307,,,,1
"Jan 19, 2025 03:06:36.160542000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.134,0x00,64,6,0x3e6e,,43432.0,23.0,0x0002,49049.0,,0xca79,,,,,1
"Jan 19, 2025 03:08:21.300573000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,02:42:3a:fa:55:00,192.168.17.10,192.168.17.15,0x02,64,6,0x3fa8,,36972.0,23.0,0x0010,502.0,128.0,0x5806,0101080ad099c7bbbaa155d2,,,,1
"Jan 19, 2025 03:04:19.318697000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.29.96,0x00,64,6,0x3b56,,43432.0,23.0,0x0002,49049.0,,0xb8c5,,,,,1
"Jan 19, 2025 03:12:15.611937000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,02:42:51:78:60:00,192.168.18.17,192.168.18.10,0x02,64,6,0xa0bd,,23.0,39036.0,0x0018,510.0,128.0,0x153c,0101080aab42dde963622cd0,,,,1
"Jan 19, 2025 03:05:35.008387000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.31.138,0x00,64,6,0x8d30,,43432.0,23.0,0x0002,49049.0,,0xb471,,,,,1
"Jan 19, 2025 03:11:12.232130000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.20.10,192.168.17.10,0x02,62,6,0xc0e1,,23.0,56242.0,0x0018,510.0,128.0,0x7b9f,0101080a445b961c9629e4f4,,,,1
"Jan 19, 2025 03:11:01.152103000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.18.18,0x02,64,6,0x3467,,36412.0,23.0,0x0018,502.0,128.0,0x728c,0101080ae09393d5b5ba19c8,,,,1
"Jan 19, 2025 03:09:39.533512000 India Standard Time",84,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.17.10,0x02,64,6,0xc30f,,23.0,60964.0,0x0018,502.0,128.0,0x6741,0101080afc4a96271900455c,,,,1
"Jan 19, 2025 03:18:29.979393000 India Standard Time",72,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xc217,,23.0,57598.0,0x0018,502.0,128.0,0xec83,0101080a2a6617c6871bee8a,,,,1
"Jan 26, 2025 00:04:34.708708000 India Standard Time",76,eth:ethertype:ip:udp:dns,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.2,192.168.18.17,0x02,61,17,0xd14a,,,,,,,,,,53.0,37819.0,1
"Jan 19, 2025 03:04:17.316400000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.29.9,0x00,64,6,0xf105,,43432.0,23.0,0x0002,49049.0,,0xb973,,,,,1
"Jan 19, 2025 03:08:19.342164000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,02:42:3a:fa:55:00,192.168.17.10,192.168.17.15,0x02,64,6,0x1d7f,,36936.0,23.0,0x0018,502.0,128.0,0xd5b0,0101080ad099c014baa14e52,,,,1
"Jan 19, 2025 03:09:11.608897000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.28.57,0x00,64,6,0x2fd6,,43432.0,23.0,0x0002,49049.0,,0xbb13,,,,,1
"Jan 19, 2025 03:01:40.378113000 India Standard Time",90,eth:ethertype:ip:udp:ntp,0c:6e:9c:16:00:00,02:42:52:d7:fa:00,192.168.0.3,192.168.18.17,0x02,61,17,0xf931,,,,,,,,,,123.0,35215.0,1
"Jan 19, 2025 03:09:50.937215000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x101a,,53688.0,23.0,0x0018,502.0,128.0,0xb84a,0101080ab1d0190d64cdb53f,,,,1
"Jan 19, 2025 03:10:27.097401000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.31.248,0x00,64,6,0x5dbe,,43432.0,23.0,0x0002,49049.0,,0xb395,,,,,1
"Jan 19, 2025 03:15:44.729272000 India Standard Time",68,eth:ethertype:ip:tcp:telnet,02:42:51:78:60:00,02:42:52:d7:fa:00,192.168.18.10,192.168.18.17,0x02,64,6,0xacea,,60646.0,23.0,0x0018,502.0,128.0,0x14ca,0101080a63655dadab460ec5,,,,1
"Jan 19, 2025 03:04:53.688534000 India Standard Time",82,eth:ethertype:ip:icmp:ip:tcp,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,"192.168.17.1,192.168.17.10","192.168.17.10,192.168.28.8","0x00,0x00","64,63","1,6","0x0b2b,0x6138",,43432.0,23.0,0x0002,49049.0,,0xbb75,,,,,1
"Jan 19, 2025 03:09:26.424643000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.17.10,0x02,64,6,0xd1f7,,23.0,43074.0,0x0010,510.0,128.0,0x0e37,0101080afc4a62f319001225,,,,1
"Jan 19, 2025 03:13:11.024488000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:52:d7:fa:00,0c:6e:9c:16:00:00,192.168.18.17,192.168.0.100,0x02,64,6,0xeeb1,,23.0,44976.0,0x0018,502.0,128.0,0x3cc9,0101080a2a6139db871710a1,,,,1
"Jan 19, 2025 03:08:48.838327000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.19,0x02,64,6,0xc2df,,55966.0,23.0,0x0010,502.0,128.0,0x06d0,0101080aa810a0ccb484f8d7,,,,1
"Jan 15, 2025 05:18:09.764469000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.35.10,0x02,64,6,0x856b,,8084.0,58481.0,0x0014,0.0,-2.0,0x942c,,,,,1
"Jan 19, 2025 03:05:18.003693000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.19.226,0x00,64,6,0x777e,,43432.0,23.0,0x0002,49049.0,,0xcbc1,,,,,1
"Jan 19, 2025 03:07:19.049219000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.30.201,0x00,64,6,0x78aa,,43432.0,23.0,0x0002,49049.0,,0xb5f3,,,,,1
"Jan 19, 2025 03:08:42.219424000 India Standard Time",66,eth:ethertype:ip:tcp,02:42:52:d7:fa:00,02:42:f7:f5:f7:00,192.168.18.17,192.168.18.15,0x02,64,6,0x28c0,,23.0,42230.0,0x0010,502.0,128.0,0xa081,0101080a405c5fdae1bbddc1,,,,1
"Jan 19, 2025 03:19:28.671596000 India Standard Time",73,eth:ethertype:ip:tcp:telnet,0c:bc:fa:c1:00:00,02:42:da:1c:50:00,192.168.0.100,192.168.17.10,0x02,61,6,0x6bdb,,46650.0,23.0,0x0018,502.0,128.0,0xbfc8,0101080ab01260e9403edc5c,,,,1
"Jan 19, 2025 03:10:00.501867000 India Standard Time",85,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.20.10,0x02,64,6,0x1d49,,51942.0,23.0,0x0018,502.0,128.0,0xbfa5,0101080a9628ccc5445a7de7,,,,1
"Jan 19, 2025 03:09:27.924946000 India Standard Time",76,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x258a,,23.0,49090.0,0x0018,502.0,128.0,0x2037,0101080a4035b1cbb009363f,,,,1
"Jan 19, 2025 03:18:42.971686000 India Standard Time",84,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x3965,,23.0,55290.0,0x0018,502.0,128.0,0x254c,0101080a403e29f2b011ae64,,,,1
"Jan 19, 2025 03:14:22.709060000 India Standard Time",123,eth:ethertype:ip:tcp:telnet,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.0.100,0x02,64,6,0x46da,,23.0,53062.0,0x0018,510.0,128.0,0x0a20,0101080a403a314bb00db5be,,,,1
"Jan 19, 2025 03:17:47.900956000 India Standard Time",66,eth:ethertype:ip:tcp,0c:6e:9c:16:00:00,02:42:cc:db:31:00,192.168.0.100,192.168.18.18,0x02,61,6,0x289a,,47740.0,23.0,0x0010,502.0,128.0,0xec94,0101080ab1d7603964d4fc6c,,,,1
"Jan 19, 2025 03:06:03.274997000 India Standard Time",54,eth:ethertype:ip:tcp,02:42:da:1c:50:00,0c:bc:fa:c1:00:00,192.168.17.10,192.168.21.98,0x00,64,6,0xf982,,43432.0,23.0,0x0002,49049.0,,0xc8c1,,,,,1
